Country name,Year,Population growth rate
Malta,1983,0.97
Malta,1984,0.89
Malta,1985,0.86
Malta,1986,0.84
Malta,1987,0.9
Malta,1988,0.93
Malta,1989,0.98
Malta,1990,0.94
Malta,1991,0.85
Malta,1992,0.89
Malta,1993,0.91
Malta,1994,0.85
Malta,1995,0.88
Malta,1996,0.9
Malta,1997,0.94
Malta,1998,0.92
Malta,1999,0.85
Malta,2000,0.77
Malta,2001,0.69
Malta,2002,0.57
Malta,2003,0.52
Malta,2004,0.4
Malta,2005,0.29
Malta,2006,0.19
Malta,2007,0.24
Malta,2008,0.4
Malta,2009,0.61
Malta,2010,0.95
Malta,2011,1.34
Malta,2012,1.63
Malta,2013,1.88
Malta,2014,2.15
Malta,2015,2.34
Malta,2016,2.48
Malta,2017,2.5
Malta,2018,2.48
Malta,2019,2.37
Malta,2020,2.24
Malta,2021,2.14
Marshall Islands,1950,2.1
Marshall Islands,1951,1.7
Marshall Islands,1952,1.62
Marshall Islands,1953,1.41
Marshall Islands,1954,1.04
Marshall Islands,1955,1.04
Marshall Islands,1956,0.92
Marshall Islands,1957,0.89
Marshall Islands,1958,1.97
Marshall Islands,1959,3.03
Marshall Islands,1960,3.18
Marshall Islands,1961,3.13
Marshall Islands,1962,3.33
Marshall Islands,1963,3.38
Marshall Islands,1964,3.47
Marshall Islands,1965,3.45
Marshall Islands,1966,3.48
Marshall Islands,1967,5.53
Marshall Islands,1968,7.55
Marshall Islands,1969,7.34
Marshall Islands,1970,4.31
Marshall Islands,1971,1.58
Marshall Islands,1972,1.66
Marshall Islands,1973,1.8
Marshall Islands,1974,3.24
Marshall Islands,1975,3.32
Marshall Islands,1976,3.34
Marshall Islands,1977,3.32
Marshall Islands,1978,3.35
Marshall Islands,1979,3.3
Marshall Islands,1980,3.6
Marshall Islands,1981,3.95
Marshall Islands,1982,4.01
Marshall Islands,1983,3.96
Marshall Islands,1984,4
Marshall Islands,1985,3.98
Marshall Islands,1986,3.89
Marshall Islands,1987,3.83
Marshall Islands,1988,3.47
Marshall Islands,1989,2.41
Marshall Islands,1990,2.24
Marshall Islands,1991,2.08
Marshall Islands,1992,1.97
Marshall Islands,1993,1.87
Marshall Islands,1994,1.76
Marshall Islands,1995,1.68
Marshall Islands,1996,1.6
Marshall Islands,1997,1.56
Marshall Islands,1998,1.5
Marshall Islands,1999,1.01
Marshall Islands,2000,0.44
Marshall Islands,2001,0.25
Marshall Islands,2002,0.05
Marshall Islands,2003,-0.06
Marshall Islands,2004,-0.15
Marshall Islands,2005,-0.22
Marshall Islands,2006,-0.26
Marshall Islands,2007,-0.36
Marshall Islands,2008,-0.46
Marshall Islands,2009,-0.37
Marshall Islands,2010,-0.29
Marshall Islands,2011,-1.38
Marshall Islands,2012,-1.54
Marshall Islands,2013,-1.74
Marshall Islands,2014,-1.93
Marshall Islands,2015,-2.12
Marshall Islands,2016,-2.31
Marshall Islands,2017,-2.48
Marshall Islands,2018,-2.67
Marshall Islands,2019,-2.9
Marshall Islands,2020,-3.08
Marshall Islands,2021,-3.31
Martinique,1950,2.31
Martinique,1951,2.39
Martinique,1952,2.48
Martinique,1953,2.54
Martinique,1954,2.65
Martinique,1955,2
Martinique,1956,2.01
Martinique,1957,2.04
Martinique,1958,2.04
Martinique,1959,2.04
Martinique,1960,2
Martinique,1961,1.82
Martinique,1962,1.57
Martinique,1963,1.42
Martinique,1964,1.37
Martinique,1965,1.33
Martinique,1966,1.24
Martinique,1967,0.96
Martinique,1968,0.58
Martinique,1969,0.36
Martinique,1970,0.28
Martinique,1971,0.12
Martinique,1972,0.07
Martinique,1973,-0.02
Martinique,1974,0.21
Martinique,1975,0.42
Martinique,1976,0.49
Martinique,1977,0.34
Martinique,1978,0.23
Martinique,1979,0.17
Martinique,1980,0.15
Martinique,1981,0.41
Martinique,1982,0.87
Martinique,1983,1.15
Martinique,1984,1.24
Martinique,1985,1.29
Martinique,1986,1.33
Martinique,1987,1.37
Martinique,1988,1.39
Martinique,1989,1.51
Martinique,1990,1.65
Martinique,1991,1.89
Martinique,1992,1.9
Martinique,1993,1.84
Martinique,1994,1.79
Martinique,1995,1.73
Martinique,1996,1.7
Martinique,1997,1.67
Martinique,1998,1.22
Martinique,1999,0.23
Martinique,2000,-0.64
Martinique,2001,-0.86
Martinique,2002,-0.95
Martinique,2003,-2.05
Martinique,2004,-2.29
Martinique,2005,-2.53
Martinique,2006,0.12
Martinique,2007,0.01
Martinique,2008,-0.19
Martinique,2009,-0.45
Martinique,2010,-0.58
Martinique,2011,-0.73
Martinique,2012,-0.63
Martinique,2013,-0.54
Martinique,2014,0.37
Martinique,2015,-0.83
Martinique,2016,-0.83
Martinique,2017,-0.69
Martinique,2018,-0.7
Martinique,2019,-0.7
Martinique,2020,-0.3
Martinique,2021,-0.56
Mauritania,1950,2.19
Mauritania,1951,2.24
Mauritania,1952,2.27
Mauritania,1953,2.3
Mauritania,1954,2.35
Mauritania,1955,2.4
Mauritania,1956,2.45
Mauritania,1957,2.5
Mauritania,1958,2.56
Mauritania,1959,2.62
Mauritania,1960,2.7
Mauritania,1961,2.76
Mauritania,1962,2.8
Mauritania,1963,2.85
Mauritania,1964,2.9
Mauritania,1965,2.94
Mauritania,1966,2.99
Mauritania,1967,3.01
Mauritania,1968,3.02
Mauritania,1969,3.03
Mauritania,1970,3.01
Mauritania,1971,2.99
Mauritania,1972,2.98
Mauritania,1973,2.97
Mauritania,1974,2.97
Mauritania,1975,2.97
Mauritania,1976,2.96
Mauritania,1977,2.88
Mauritania,1978,2.89
Mauritania,1979,2.89
Mauritania,1980,2.92
Mauritania,1981,2.96
Mauritania,1982,2.96
Mauritania,1983,2.96
Mauritania,1984,2.95
Mauritania,1985,2.93
Mauritania,1986,2.91
Mauritania,1987,2.91
Mauritania,1988,2.92
Mauritania,1989,2.19
Mauritania,1990,2.95
Mauritania,1991,2.97
Mauritania,1992,4.71
Mauritania,1993,3.48
Mauritania,1994,3.38
Mauritania,1995,2.18
Mauritania,1996,1.85
Mauritania,1997,2.66
Mauritania,1998,2.61
Mauritania,1999,2.81
Mauritania,2000,2.78
Mauritania,2001,2.12
Mauritania,2002,2.17
Mauritania,2003,2.15
Mauritania,2004,2.19
Mauritania,2005,2.23
Mauritania,2006,2.29
Mauritania,2007,2.35
Mauritania,2008,2.65
Mauritania,2009,2.8
Mauritania,2010,2.95
Mauritania,2011,3.09
Mauritania,2012,3.16
Mauritania,2013,2.64
Mauritania,2014,2.65
Mauritania,2015,2.64
Mauritania,2016,2.64
Mauritania,2017,2.63
Mauritania,2018,2.62
Mauritania,2019,2.6
Mauritania,2020,2.56
Mauritania,2021,2.54
Mauritius,1950,2.86
Mauritius,1951,2.83
Mauritius,1952,2.75
Mauritius,1953,2.25
Mauritius,1954,2.3
Mauritius,1955,2.39
Mauritius,1956,2.46
Mauritius,1957,2.5
Mauritius,1958,2.54
Mauritius,1959,2.63
Mauritius,1960,2.45
Mauritius,1961,2.39
Mauritius,1962,2.34
Mauritius,1963,2.24
Mauritius,1964,2.18
Mauritius,1965,2.12
Mauritius,1966,2.01
Mauritius,1967,1.85
Mauritius,1968,1.71
Mauritius,1969,1.61
Mauritius,1970,1.53
Mauritius,1971,1.41
Mauritius,1972,1.33
Mauritius,1973,1.31
Mauritius,1974,1.3
Mauritius,1975,1.32
Mauritius,1976,1.34
Mauritius,1977,1.4
Mauritius,1978,1.49
Mauritius,1979,1.56
Mauritius,1980,1.57
Mauritius,1981,1.53
Mauritius,1982,1.41
Mauritius,1983,1.38
Mauritius,1984,1.4
Mauritius,1985,1.32
Mauritius,1986,1.25
Mauritius,1987,1.2
Mauritius,1988,1.17
Mauritius,1989,1.19
Mauritius,1990,1.27
Mauritius,1991,1.28
Mauritius,1992,1.32
Mauritius,1993,1.26
Mauritius,1994,1.18
Mauritius,1995,1.08
Mauritius,1996,1.04
Mauritius,1997,0.95
Mauritius,1998,0.83
Mauritius,1999,0.92
Mauritius,2000,0.82
Mauritius,2001,0.71
Mauritius,2002,0.7
Mauritius,2003,0.65
Mauritius,2004,0.64
Mauritius,2005,0.58
Mauritius,2006,0.48
Mauritius,2007,0.44
Mauritius,2008,0.36
Mauritius,2009,0.29
Mauritius,2010,0.25
Mauritius,2011,0.2
Mauritius,2012,0.19
Mauritius,2013,0.11
Mauritius,2014,0.11
Mauritius,2015,0.06
Mauritius,2016,0.06
Mauritius,2017,0.07
Mauritius,2018,0.03
Mauritius,2019,0.1
Mauritius,2020,0.13
Mauritius,2021,0.03
Mayotte,1950,2.03
Mayotte,1951,2.05
Mayotte,1952,2.15
Mayotte,1953,2.21
Mayotte,1954,2.38
Mayotte,1955,2.47
Mayotte,1956,2.5
Mayotte,1957,2.6
Mayotte,1958,2.69
Mayotte,1959,2.75
Mayotte,1960,2.72
Mayotte,1961,2.76
Mayotte,1962,2.82
Mayotte,1963,2.85
Mayotte,1964,2.92
Mayotte,1965,3.02
Mayotte,1966,3.18
Mayotte,1967,3.26
Mayotte,1968,3.23
Mayotte,1969,3.2
Mayotte,1970,3.15
Mayotte,1971,3.33
Mayotte,1972,3.43
Mayotte,1973,3.55
Mayotte,1974,3.61
Mayotte,1975,3.74
Mayotte,1976,3.79
Mayotte,1977,3.97
Mayotte,1978,4.38
Mayotte,1979,4.95
Mayotte,1980,5.2
Mayotte,1981,5.26
Mayotte,1982,5.35
Mayotte,1983,5.32
Mayotte,1984,5.41
Mayotte,1985,5.72
Mayotte,1986,6.09
Mayotte,1987,6.22
Mayotte,1988,6.2
Mayotte,1989,6.11
Mayotte,1990,6.06
Mayotte,1991,6.03
Mayotte,1992,6.03
Mayotte,1993,6.01
Mayotte,1994,5.9
Mayotte,1995,5.78
Mayotte,1996,5.51
Mayotte,1997,4.99
Mayotte,1998,4.51
Mayotte,1999,4.28
Mayotte,2000,4.16
Mayotte,2001,3.85
Mayotte,2002,3.8
Mayotte,2003,3.76
Mayotte,2004,1.72
Mayotte,2005,1.93
Mayotte,2006,2.05
Mayotte,2007,2.8
Mayotte,2008,2.63
Mayotte,2009,2.63
Mayotte,2010,2.58
Mayotte,2011,2.63
Mayotte,2012,2.98
Mayotte,2013,3.53
Mayotte,2014,3.89
Mayotte,2015,4.15
Mayotte,2016,4.28
Mayotte,2017,4.21
Mayotte,2018,4.01
Mayotte,2019,3.98
Mayotte,2020,3.43
Mayotte,2021,3.29
Mexico,1950,2.67
Mexico,1951,2.54
Mexico,1952,2.58
Mexico,1953,2.59
Mexico,1954,2.67
Mexico,1955,2.71
Mexico,1956,2.77
Mexico,1957,2.81
Mexico,1958,2.78
Mexico,1959,2.98
Mexico,1960,3.11
Mexico,1961,3.25
Mexico,1962,3.29
Mexico,1963,3.32
Mexico,1964,3.34
Mexico,1965,3.35
Mexico,1966,3.29
Mexico,1967,3.28
Mexico,1968,3.24
Mexico,1969,3.2
Mexico,1970,3.16
Mexico,1971,3.13
Mexico,1972,3.11
Mexico,1973,3.09
Mexico,1974,3.04
Mexico,1975,3
Mexico,1976,2.91
Mexico,1977,2.99
Mexico,1978,2.91
Mexico,1979,2.78
Mexico,1980,2.41
Mexico,1981,2.06
Mexico,1982,2.01
Mexico,1983,1.98
Mexico,1984,1.89
Mexico,1985,1.84
Mexico,1986,1.75
Mexico,1987,1.71
Mexico,1988,1.71
Mexico,1989,1.66
Mexico,1990,2.01
Mexico,1991,1.95
Mexico,1992,1.95
Mexico,1993,1.9
Mexico,1994,1.9
Mexico,1995,1.81
Mexico,1996,1.75
Mexico,1997,1.7
Mexico,1998,1.67
Mexico,1999,1.61
Mexico,2000,1.56
Mexico,2001,1.53
Mexico,2002,1.51
Mexico,2003,1.46
Mexico,2004,1.48
Mexico,2005,1.38
Mexico,2006,1.34
Mexico,2007,1.29
Mexico,2008,1.24
Mexico,2009,1.23
Mexico,2010,1.42
Mexico,2011,1.44
Mexico,2012,1.36
Mexico,2013,1.28
Mexico,2014,1.21
Mexico,2015,1.13
Mexico,2016,1.14
Mexico,2017,1.02
Mexico,2018,0.88
Mexico,2019,0.84
Mexico,2020,0.62
Mexico,2021,0.5
Micronesia (country),1950,2.84
Micronesia (country),1951,2.76
Micronesia (country),1952,2.9
Micronesia (country),1953,2.85
Micronesia (country),1954,2.9
Micronesia (country),1955,3
Micronesia (country),1956,2.99
Micronesia (country),1957,3
Micronesia (country),1958,3.06
Micronesia (country),1959,3.12
Micronesia (country),1960,3.6
Micronesia (country),1961,3.61
Micronesia (country),1962,3.61
Micronesia (country),1963,3.04
Micronesia (country),1964,3.04
Micronesia (country),1965,3.07
Micronesia (country),1966,3.08
Micronesia (country),1967,2.92
Micronesia (country),1968,2.97
Micronesia (country),1969,2.99
Micronesia (country),1970,3.04
Micronesia (country),1971,2.6
Micronesia (country),1972,2.58
Micronesia (country),1973,2.57
Micronesia (country),1974,2.57
Micronesia (country),1975,2.16
Micronesia (country),1976,2.2
Micronesia (country),1977,2.25
Micronesia (country),1978,2.92
Micronesia (country),1979,2.92
Micronesia (country),1980,2.89
Micronesia (country),1981,2.88
Micronesia (country),1982,2.86
Micronesia (country),1983,2.84
Micronesia (country),1984,2.82
Micronesia (country),1985,2.76
Micronesia (country),1986,2.69
Micronesia (country),1987,2.65
Micronesia (country),1988,1.92
Micronesia (country),1989,1.86
Micronesia (country),1990,1.84
Micronesia (country),1991,1.83
Micronesia (country),1992,3.01
Micronesia (country),1993,3
Micronesia (country),1994,2.25
Micronesia (country),1995,0.47
Micronesia (country),1996,0.35
Micronesia (country),1997,0.27
Micronesia (country),1998,0.22
Micronesia (country),1999,0.02
Micronesia (country),2000,0.28
Micronesia (country),2001,0.15
Micronesia (country),2002,-0.07
Micronesia (country),2003,-0.26
Micronesia (country),2004,-0.4
Micronesia (country),2005,-0.5
Micronesia (country),2006,-0.66
Micronesia (country),2007,-0.74
Micronesia (country),2008,-0.77
Micronesia (country),2009,-0.77
Micronesia (country),2010,0.25
Micronesia (country),2011,0.3
Micronesia (country),2012,0.34
Micronesia (country),2013,0.36
Micronesia (country),2014,0.4
Micronesia (country),2015,0.4
Micronesia (country),2016,0.45
Micronesia (country),2017,0.47
Micronesia (country),2018,0.43
Micronesia (country),2019,0.38
Micronesia (country),2020,0.92
Micronesia (country),2021,0.9
Moldova,1950,2.47
Moldova,1951,2.55
Moldova,1952,2.67
Moldova,1953,2.77
Moldova,1954,2.87
Moldova,1955,2.93
Moldova,1956,2.96
Moldova,1957,2.95
Moldova,1958,2.88
Moldova,1959,2.76
Moldova,1960,2.64
Moldova,1961,2.45
Moldova,1962,2.19
Moldova,1963,1.96
Moldova,1964,1.71
Moldova,1965,1.58
Moldova,1966,1.45
Moldova,1967,1.33
Moldova,1968,1.24
Moldova,1969,1.16
Moldova,1970,1.1
Moldova,1971,1.06
Moldova,1972,1.05
Moldova,1973,1.07
Moldova,1974,1.06
Moldova,1975,1.06
Moldova,1976,1.02
Moldova,1977,0.97
Moldova,1978,0.9
Moldova,1979,0.87
Moldova,1980,0.87
Moldova,1981,0.9
Moldova,1982,0.95
Moldova,1983,0.97
Moldova,1984,0.99
Moldova,1985,0.92
Moldova,1986,1.05
Moldova,1987,1.02
Moldova,1988,0.81
Moldova,1989,0.57
Moldova,1990,0.36
Moldova,1991,0.12
Moldova,1992,0.06
Moldova,1993,-0.11
Moldova,1994,-0.39
Moldova,1995,-0.56
Moldova,1996,-0.83
Moldova,1997,-0.82
Moldova,1998,-1.02
Moldova,1999,-1.27
Moldova,2000,-1.18
Moldova,2001,-1.24
Moldova,2002,-1.3
Moldova,2003,-1.31
Moldova,2004,-1
Moldova,2005,-1.27
Moldova,2006,-1.68
Moldova,2007,-1.69
Moldova,2008,-1.66
Moldova,2009,-1.66
Moldova,2010,-2.18
Moldova,2011,-2.39
Moldova,2012,-2.56
Moldova,2013,-2.67
Moldova,2014,-1.95
Moldova,2015,-1.74
Moldova,2016,-1.48
Moldova,2017,-1.31
Moldova,2018,-1.14
Moldova,2019,-0.93
Moldova,2020,-0.66
Moldova,2021,-0.86
Monaco,1950,6.16
Monaco,1951,-4.38
Monaco,1952,2.02
Monaco,1953,1.54
Monaco,1954,0.99
Monaco,1955,0.57
Monaco,1956,1.93
Monaco,1957,1.67
Monaco,1958,1.34
Monaco,1959,0.94
Monaco,1960,0.63
Monaco,1961,0.37
Monaco,1962,1.43
Monaco,1963,1.59
Monaco,1964,1.28
Monaco,1965,0.96
Monaco,1966,0.56
Monaco,1967,0.16
Monaco,1968,1.55
Monaco,1969,1.77
Monaco,1970,1.52
Monaco,1971,1.26
Monaco,1972,1
Monaco,1973,0.7
Monaco,1974,0.57
Monaco,1975,1.5
Monaco,1976,1.41
Monaco,1977,1.23
Monaco,1978,1.13
Monaco,1979,0.96
Monaco,1980,0.84
Monaco,1981,0.69
Monaco,1982,1.42
Monaco,1983,1.54
Monaco,1984,1.45
Monaco,1985,1.34
Monaco,1986,1.17
Monaco,1987,1.07
Monaco,1988,0.97
Monaco,1989,0.88
Monaco,1990,0.78
Monaco,1991,0.76
Monaco,1992,0.74
Monaco,1993,0.74
Monaco,1994,0.73
Monaco,1995,0.73
Monaco,1996,0.77
Monaco,1997,0.8
Monaco,1998,0.7
Monaco,1999,0.44
Monaco,2000,0.01
Monaco,2001,-0.14
Monaco,2002,-0.21
Monaco,2003,-0.22
Monaco,2004,-0.28
Monaco,2005,-0.32
Monaco,2006,-0.49
Monaco,2007,-0.69
Monaco,2008,0.94
Monaco,2009,2.41
Monaco,2010,2.33
Monaco,2011,2.24
Monaco,2012,2.16
Monaco,2013,1.97
Monaco,2014,1.86
Monaco,2015,1.71
Monaco,2016,-0.02
Monaco,2017,-0.12
Monaco,2018,0.03
Monaco,2019,0
Monaco,2020,-0.6
Monaco,2021,-0.68
Mongolia,1950,1.52
Mongolia,1951,1.48
Mongolia,1952,1.52
Mongolia,1953,1.56
Mongolia,1954,1.64
Mongolia,1955,1.77
Mongolia,1956,2.75
Mongolia,1957,2.86
Mongolia,1958,3.07
Mongolia,1959,3.32
Mongolia,1960,3.43
Mongolia,1961,3.33
Mongolia,1962,3.25
Mongolia,1963,2.52
Mongolia,1964,2.64
Mongolia,1965,2.73
Mongolia,1966,2.77
Mongolia,1967,2.72
Mongolia,1968,2.59
Mongolia,1969,2.46
Mongolia,1970,2.54
Mongolia,1971,2.63
Mongolia,1972,2.73
Mongolia,1973,2.84
Mongolia,1974,2.9
Mongolia,1975,2.91
Mongolia,1976,2.85
Mongolia,1977,2.76
Mongolia,1978,2.68
Mongolia,1979,2.4
Mongolia,1980,2.41
Mongolia,1981,2.42
Mongolia,1982,2.42
Mongolia,1983,2.45
Mongolia,1984,2.51
Mongolia,1985,2.56
Mongolia,1986,2.6
Mongolia,1987,2.58
Mongolia,1988,2.53
Mongolia,1989,1.96
Mongolia,1990,1.83
Mongolia,1991,1.71
Mongolia,1992,1.57
Mongolia,1993,1.43
Mongolia,1994,1.3
Mongolia,1995,1.19
Mongolia,1996,1.09
Mongolia,1997,1
Mongolia,1998,0.95
Mongolia,1999,0.98
Mongolia,2000,0.87
Mongolia,2001,0.89
Mongolia,2002,0.88
Mongolia,2003,0.86
Mongolia,2004,0.84
Mongolia,2005,0.83
Mongolia,2006,0.88
Mongolia,2007,1
Mongolia,2008,1.15
Mongolia,2009,1.32
Mongolia,2010,1.34
Mongolia,2011,1.69
Mongolia,2012,1.8
Mongolia,2013,1.94
Mongolia,2014,2.07
Mongolia,2015,2.15
Mongolia,2016,2.17
Mongolia,2017,2.17
Mongolia,2018,2.18
Mongolia,2019,2.11
Mongolia,2020,1.69
Mongolia,2021,1.53
Montenegro,1950,1.64
Montenegro,1951,1.98
Montenegro,1952,2.45
Montenegro,1953,1.82
Montenegro,1954,1.5
Montenegro,1955,1.43
Montenegro,1956,1.4
Montenegro,1957,1.38
Montenegro,1958,1.4
Montenegro,1959,1.37
Montenegro,1960,1.32
Montenegro,1961,1.32
Montenegro,1962,1.25
Montenegro,1963,1.21
Montenegro,1964,1.16
Montenegro,1965,1.14
Montenegro,1966,1.12
Montenegro,1967,1.07
Montenegro,1968,1.04
Montenegro,1969,0.99
Montenegro,1970,0.91
Montenegro,1971,1.05
Montenegro,1972,1.1
Montenegro,1973,1.09
Montenegro,1974,1.1
Montenegro,1975,1.08
Montenegro,1976,1.08
Montenegro,1977,1.06
Montenegro,1978,1.03
Montenegro,1979,1.01
Montenegro,1980,1.03
Montenegro,1981,0.57
Montenegro,1982,0.4
Montenegro,1983,0.38
Montenegro,1984,0.44
Montenegro,1985,0.48
Montenegro,1986,0.51
Montenegro,1987,0.54
Montenegro,1988,0.59
Montenegro,1989,0.58
Montenegro,1990,0.58
Montenegro,1991,0.55
Montenegro,1992,0.32
Montenegro,1993,0.28
Montenegro,1994,0.17
Montenegro,1995,0.18
Montenegro,1996,0.12
Montenegro,1997,0.07
Montenegro,1998,0.02
Montenegro,1999,-0.08
Montenegro,2000,-0.05
Montenegro,2001,-0.03
Montenegro,2002,-0.07
Montenegro,2003,-0.05
Montenegro,2004,0.11
Montenegro,2005,-0.01
Montenegro,2006,-0.1
Montenegro,2007,-0.1
Montenegro,2008,-0.04
Montenegro,2009,-0.05
Montenegro,2010,0
Montenegro,2011,0.23
Montenegro,2012,0.17
Montenegro,2013,0.12
Montenegro,2014,-0.01
Montenegro,2015,-0.1
Montenegro,2016,-0.12
Montenegro,2017,-0.14
Montenegro,2018,-0.18
Montenegro,2019,-0.16
Montenegro,2020,-0.27
Montenegro,2021,-0.11
Montserrat,1950,-0.06
Montserrat,1951,-0.17
Montserrat,1952,-0.36
Montserrat,1953,2.08
Montserrat,1954,2.63
Montserrat,1955,-1.57
Montserrat,1956,-1.87
Montserrat,1957,-2.2
Montserrat,1958,-2.59
Montserrat,1959,-2.44
Montserrat,1960,-1.12
Montserrat,1961,-0.59
Montserrat,1962,-0.57
Montserrat,1963,-0.52
Montserrat,1964,-0.58
Montserrat,1965,-0.66
Montserrat,1966,-0.56
Montserrat,1967,-0.57
Montserrat,1968,-0.56
Montserrat,1969,-0.72
Montserrat,1970,-0.13
Montserrat,1971,0.3
Montserrat,1972,0.27
Montserrat,1973,0.29
Montserrat,1974,0.24
Montserrat,1975,0.22
Montserrat,1976,0.11
Montserrat,1977,-0.11
Montserrat,1978,-0.05
Montserrat,1979,-0.36
Montserrat,1980,-0.8
Montserrat,1981,-0.65
Montserrat,1982,-0.6
Montserrat,1983,-0.57
Montserrat,1984,-0.58
Montserrat,1985,-0.4
Montserrat,1986,-0.38
Montserrat,1987,-0.53
Montserrat,1988,-0.54
Montserrat,1989,-0.7
Montserrat,1990,-0.94
Montserrat,1991,-3.5
Montserrat,1992,-5.46
Montserrat,1993,-5.96
Montserrat,1994,-6.79
Montserrat,1995,-7.5
Montserrat,1996,-8.16
Montserrat,1997,-9.4
Montserrat,1998,-10.24
Montserrat,1999,-10.9
Montserrat,2000,-12.3
Montserrat,2001,-5.02
Montserrat,2002,0.63
Montserrat,2003,0.52
Montserrat,2004,0.73
Montserrat,2005,0.85
Montserrat,2006,0.78
Montserrat,2007,0.82
Montserrat,2008,1.02
Montserrat,2009,1.36
Montserrat,2010,1.36
Montserrat,2011,-0.4
Montserrat,2012,0.96
Montserrat,2013,0.42
Montserrat,2014,1.23
Montserrat,2015,-0.93
Montserrat,2016,1.95
Montserrat,2017,-18.59
Montserrat,2018,4.38
Montserrat,2019,2.24
Montserrat,2020,-2.44
Montserrat,2021,-1.27
More developed regions,1950,1.14
More developed regions,1951,1.11
More developed regions,1952,1.16
More developed regions,1953,1.19
More developed regions,1954,1.21
More developed regions,1955,1.2
More developed regions,1956,1.18
More developed regions,1957,1.16
More developed regions,1958,1.27
More developed regions,1959,1.15
More developed regions,1960,1.15
More developed regions,1961,1.16
More developed regions,1962,1.08
More developed regions,1963,1.06
More developed regions,1964,1.05
More developed regions,1965,0.96
More developed regions,1966,0.87
More developed regions,1967,0.88
More developed regions,1968,0.82
More developed regions,1969,0.82
More developed regions,1970,0.85
More developed regions,1971,0.9
More developed regions,1972,0.83
More developed regions,1973,0.77
More developed regions,1974,0.77
More developed regions,1975,0.71
More developed regions,1976,0.68
More developed regions,1977,0.69
More developed regions,1978,0.67
More developed regions,1979,0.66
More developed regions,1980,0.67
More developed regions,1981,0.59
More developed regions,1982,0.59
More developed regions,1983,0.58
More developed regions,1984,0.57
More developed regions,1985,0.56
More developed regions,1986,0.58
More developed regions,1987,0.59
More developed regions,1988,0.58
More developed regions,1989,0.57
More developed regions,1990,0.6
More developed regions,1991,0.56
More developed regions,1992,0.52
More developed regions,1993,0.46
More developed regions,1994,0.4
More developed regions,1995,0.37
More developed regions,1996,0.37
More developed regions,1997,0.37
More developed regions,1998,0.32
More developed regions,1999,0.3
More developed regions,2000,0.34
More developed regions,2001,0.3
More developed regions,2002,0.34
More developed regions,2003,0.34
More developed regions,2004,0.38
More developed regions,2005,0.35
More developed regions,2006,0.4
More developed regions,2007,0.48
More developed regions,2008,0.46
More developed regions,2009,0.41
More developed regions,2010,0.37
More developed regions,2011,0.38
More developed regions,2012,0.37
More developed regions,2013,0.34
More developed regions,2014,0.34
More developed regions,2015,0.33
More developed regions,2016,0.36
More developed regions,2017,0.32
More developed regions,2018,0.29
More developed regions,2019,0.27
More developed regions,2020,0.03
More developed regions,2021,-0.03
Morocco,1950,2.67
Morocco,1951,2.67
Morocco,1952,2.7
Morocco,1953,2.69
Morocco,1954,2.74
Morocco,1955,2.77
Morocco,1956,2.8
Morocco,1957,2.82
Morocco,1958,2.76
Morocco,1959,2.81
Morocco,1960,2.66
Morocco,1961,2.57
Morocco,1962,2.7
Morocco,1963,2.42
Morocco,1964,2.5
Morocco,1965,2.6
Morocco,1966,2.65
Morocco,1967,2.68
Morocco,1968,2.64
Morocco,1969,2.63
Morocco,1970,2.64
Morocco,1971,2.57
Morocco,1972,2.53
Morocco,1973,2.49
Morocco,1974,2.46
Morocco,1975,2.48
Morocco,1976,2.44
Morocco,1977,2.57
Morocco,1978,2.57
Morocco,1979,2.59
Morocco,1980,2.67
Morocco,1981,2.64
Morocco,1982,2.62
Morocco,1983,2.53
Morocco,1984,2.39
Morocco,1985,2.3
Morocco,1986,2.03
Morocco,1987,1.92
Morocco,1988,1.83
Morocco,1989,1.74
Morocco,1990,1.73
Morocco,1991,1.64
Morocco,1992,1.64
Morocco,1993,1.54
Morocco,1994,1.5
Morocco,1995,1.51
Morocco,1996,1.48
Morocco,1997,1.45
Morocco,1998,1.41
Morocco,1999,1.34
Morocco,2000,1.32
Morocco,2001,1.3
Morocco,2002,1.26
Morocco,2003,1.18
Morocco,2004,1.31
Morocco,2005,1.33
Morocco,2006,1.29
Morocco,2007,1.29
Morocco,2008,1.27
Morocco,2009,1.29
Morocco,2010,1.33
Morocco,2011,1.36
Morocco,2012,1.35
Morocco,2013,1.34
Morocco,2014,1.28
Morocco,2015,1.23
Morocco,2016,1.22
Morocco,2017,1.16
Morocco,2018,1.07
Morocco,2019,1.02
Morocco,2020,1.09
Morocco,2021,1.01
Mozambique,1950,1.41
Mozambique,1951,1.34
Mozambique,1952,1.31
Mozambique,1953,1.22
Mozambique,1954,1.28
Mozambique,1955,1.32
Mozambique,1956,1.36
Mozambique,1957,1.39
Mozambique,1958,1.29
Mozambique,1959,1.58
Mozambique,1960,1.76
Mozambique,1961,2.01
Mozambique,1962,2.08
Mozambique,1963,2.11
Mozambique,1964,2.12
Mozambique,1965,2.2
Mozambique,1966,2.16
Mozambique,1967,2.21
Mozambique,1968,2.22
Mozambique,1969,2.27
Mozambique,1970,2.39
Mozambique,1971,2.57
Mozambique,1972,2.87
Mozambique,1973,2.98
Mozambique,1974,3.07
Mozambique,1975,3.2
Mozambique,1976,3.2
Mozambique,1977,3.55
Mozambique,1978,3.6
Mozambique,1979,3.47
