Entity,Year,CO2 concentrations,CH4 concentrations,N2O concentrations,February,September,Mass U.S. glaciers,CSIRO,IAP,MRIJMA,NOAA,Snow cover,Sea surface temp,Sea surface temp (lower-bound),Sea surface temp (upper-bound),IAP,NOAA,MRIJMA,Arctic sea ice
Tropics,1913,,,,,,,,,,,,-0.39491,-0.51617,-0.30675,,,,
Tropics,1914,,,,,,,,,,,,-0.25395,-0.37733,-0.16004,,,,
Tropics,1915,,,,,,,,,,,,-0.11649,-0.237,-0.02187,,,,
Tropics,1916,,,,,,,,,,,,-0.49627,-0.61817,-0.39687,,,,
Tropics,1917,,,,,,,,,,,,-0.56981,-0.69021,-0.46821,,,,
Tropics,1918,,,,,,,,,,,,-0.4237,-0.54392,-0.31625,,,,
Tropics,1919,,,,,,,,,,,,-0.30032,-0.42175,-0.1915,,,,
Tropics,1920,,,,,,,,,,,,-0.3144,-0.44087,-0.19017,,,,
Tropics,1921,,,,,,,,,,,,-0.27673,-0.40521,-0.15754,,,,
Tropics,1922,,,,,,,,,,,,-0.37487,-0.50283,-0.25008,,,,
Tropics,1923,,,,,,,,,,,,-0.2988,-0.42792,-0.1705,,,,
Tropics,1924,,,,,,,,,,,,-0.27693,-0.40554,-0.15475,,,,
Tropics,1925,,,,,,,,,,,,-0.24614,-0.3755,-0.123,,,,
Tropics,1926,,,,,,,,,,,,0.04348,-0.08592,0.17446,,,,
Tropics,1927,,,,,,,,,,,,-0.14542,-0.27404,-0.02937,,,,
Tropics,1928,,,,,,,,,,,,-0.1986,-0.32646,-0.07646,,,,
Tropics,1929,,,,,,,,,,,,-0.28749,-0.41592,-0.17096,,,,
Tropics,1930,,,,,,,,,,,,-0.08475,-0.21229,0.04125,,,,
Tropics,1931,,,,,,,,,,,,0.07969,-0.04738,0.21546,,,,
Tropics,1932,,,,,,,,,,,,-0.17454,-0.30296,-0.04637,,,,
Tropics,1933,,,,,,,,,,,,-0.26331,-0.38137,-0.13429,,,,
Tropics,1934,,,,,,,,,,,,-0.26412,-0.37867,-0.14075,,,,
Tropics,1935,,,,,,,,,,,,-0.20433,-0.31871,-0.08725,,,,
Tropics,1936,,,,,,,,,,,,-0.13357,-0.24367,-0.01017,,,,
Tropics,1937,,,,,,,,,,,,0.0003,-0.1065,0.12933,,,,
Tropics,1938,,,,,,,,,,,,-0.22907,-0.32558,-0.10471,,,,
Tropics,1939,,,,,,,,,,,,-0.19015,-0.28558,-0.06696,,,,
Tropics,1940,,,,,,,,,,,,0.14966,0.041,0.27229,,,,
Tropics,1941,,,,,,,,,,,,0.18326,-0.05992,0.41042,,,,
Tropics,1942,,,,,,,,,,,,-0.04279,-0.28404,0.18046,,,,
Tropics,1943,,,,,,,,,,,,-0.12386,-0.36579,0.09817,,,,
Tropics,1944,,,,,,,,,,,,0.12369,-0.12196,0.34633,,,,
Tropics,1945,,,,,,,,,,,,0.14594,-0.09833,0.36475,,,,
Tropics,1946,,,,,,,,,,,,-0.09453,-0.26996,0.07133,,,,
Tropics,1947,,,,,,,,,,,,-0.11286,-0.29146,0.05333,,,,
Tropics,1948,,,,,,,,,,,,-0.153,-0.32175,0.00763,,,,
Tropics,1949,,,,,,,,,,,,-0.21778,-0.348,-0.08883,,,,
Tropics,1950,,,,,,,,,,,,-0.30972,-0.41125,-0.18704,,,,
Tropics,1951,,,,,,,,,,,,-0.04554,-0.13962,0.06913,,,,
Tropics,1952,,,,,,,,,,,,0.01694,-0.07337,0.14071,,,,
Tropics,1953,,,,,,,,,,,,0.09621,0.00242,0.23092,,,,
Tropics,1954,,,,,,,,,,,,-0.23071,-0.32021,-0.11254,,,,
Tropics,1955,,,,,,,,,,,,-0.37791,-0.46913,-0.271,,,,
Tropics,1956,,,,,,,,,,,,-0.3631,-0.45467,-0.266,,,,
Tropics,1957,,,,,,,,,,,,0.02676,-0.05563,0.11583,,,,
Tropics,1958,,,,,,,,,,,,0.09415,0.01587,0.19233,,,,
Tropics,1959,,,,,,,,,,,,-0.03658,-0.11704,0.06575,,,,
Tropics,1960,,,,,,,,,,,,-0.1026,-0.17462,-0.00767,,,,
Tropics,1961,,,,,,,,,,,,-0.13676,-0.18946,-0.06629,,,,
Tropics,1962,,,,,,,,,,,,-0.17795,-0.223,-0.12154,,,,
Tropics,1963,,,,,,,,,,,,0.03342,-0.01329,0.10525,,,,
Tropics,1964,,,,,,,,,,,,-0.24315,-0.2995,-0.17629,,,,
Tropics,1965,,,,,,,,,,,,-0.14781,-0.20025,-0.08121,,,,
Tropics,1966,,,,,,,,,,,,-0.01644,-0.06246,0.03963,,,,
Tropics,1967,,,,,,,,,,,,-0.28456,-0.32912,-0.23033,,,,
Tropics,1968,,,,,,,,,,,,-0.19284,-0.23075,-0.15492,,,,
Tropics,1969,,,,,,,,,,,,0.16513,0.13046,0.19613,,,,
Tropics,1970,,,,,,,,,,,,-0.11834,-0.14496,-0.09221,,,,
Tropics,1971,,,,,,,,,,,,-0.42421,-0.44771,-0.39871,,,,
Tropics,1972,,,,,,,,,,,,0.06341,0.04117,0.08754,,,,
Tropics,1973,,,,,,,,,,,,0.02229,-0.00179,0.04529,,,,
Tropics,1974,,,,,,,,,,,,-0.30312,-0.32867,-0.27696,,,,
Tropics,1975,,,,,,,,,,,,-0.36046,-0.391,-0.33746,,,,
Tropics,1976,,,,,,,,,,,,-0.19696,-0.22608,-0.17237,,,,
Tropics,1977,,,,,,,,,,,,0.08217,0.05233,0.10579,,,,
Tropics,1978,,,,,,,,,,,,0.00613,-0.0265,0.03046,,,,
Tropics,1979,,,,,,,,,,,,0.15591,0.126,0.17946,,,,
Tropics,1980,,,,,,,,,,,,0.18832,0.15854,0.20996,,,,
Tropics,1981,,,,,,,,,,,,0.09292,0.06288,0.11392,,,,
Tropics,1982,,,,,,,,,,,,0.22216,0.19338,0.24404,,,,
Tropics,1983,,,,,,,,,,,,0.36222,0.33367,0.38337,,,,
Tropics,1984,,,,,,,,,,,,0.06755,0.03717,0.08971,,,,
Tropics,1985,,,,,,,,,,,,-0.04512,-0.07858,-0.02192,,,,
Tropics,1986,,,,,,,,,,,,0.11925,0.08654,0.14175,,,,
Tropics,1987,,,,,,,,,,,,0.47569,0.44096,0.49821,,,,
Tropics,1988,,,,,,,,,,,,0.26985,0.23317,0.29179,,,,
Tropics,1989,,,,,,,,,,,,0.07459,0.04088,0.09713,,,,
Tropics,1990,,,,,,,,,,,,0.28776,0.25363,0.30917,,,,
Tropics,1991,,,,,,,,,,,,0.3265,0.29429,0.347,,,,
Tropics,1992,,,,,,,,,,,,0.25408,0.22117,0.27529,,,,
Tropics,1993,,,,,,,,,,,,0.26801,0.23579,0.29058,,,,
Tropics,1994,,,,,,,,,,,,0.28225,0.25071,0.30475,,,,
Tropics,1995,,,,,,,,,,,,0.38617,0.35575,0.40921,,,,
Tropics,1996,,,,,,,,,,,,0.26192,0.23179,0.28458,,,,
Tropics,1997,,,,,,,,,,,,0.50692,0.47525,0.52846,,,,
Tropics,1998,,,,,,,,,,,,0.64461,0.61279,0.66712,,,,
Tropics,1999,,,,,,,,,,,,0.12757,0.09525,0.149,,,,
Tropics,2000,,,,,,,,,,,,0.17346,0.14163,0.19379,,,,
Tropics,2001,,,,,,,,,,,,0.33835,0.30612,0.35846,,,,
Tropics,2002,,,,,,,,,,,,0.48184,0.44867,0.50179,,,,
Tropics,2003,,,,,,,,,,,,0.52864,0.49621,0.54888,,,,
Tropics,2004,,,,,,,,,,,,0.4374,0.40604,0.45817,,,,
Tropics,2005,,,,,,,,,,,,0.45416,0.42196,0.47521,,,,
Tropics,2006,,,,,,,,,,,,0.43658,0.40467,0.45737,,,,
Tropics,2007,,,,,,,,,,,,0.32347,0.29179,0.34438,,,,
Tropics,2008,,,,,,,,,,,,0.23972,0.20858,0.26267,,,,
Tropics,2009,,,,,,,,,,,,0.54985,0.51821,0.574,,,,
Tropics,2010,,,,,,,,,,,,0.52412,0.49129,0.54879,,,,
Tropics,2011,,,,,,,,,,,,0.22253,0.18996,0.24783,,,,
Tropics,2012,,,,,,,,,,,,0.37905,0.34704,0.40533,,,,
Tropics,2013,,,,,,,,,,,,0.42168,0.39083,0.44875,,,,
Tropics,2014,,,,,,,,,,,,0.54282,0.51263,0.57,,,,
Tropics,2015,,,,,,,,,,,,0.80844,0.77808,0.83613,,,,
Tropics,2016,,,,,,,,,,,,0.83837,0.80817,0.86646,,,,
Tropics,2017,,,,,,,,,,,,0.64178,0.61075,0.67104,,,,
Tropics,2018,,,,,,,,,,,,0.51342,0.48254,0.54342,,,,
Tropics,2019,,,,,,,,,,,,0.72706,0.69875,0.75808,,,,
Tropics,2020,,,,,,,,,,,,0.72535,0.69492,0.75437,,,,
Tropics,2021,,,,,,,,,,,,0.5031,0.46908,0.529,,,,
Wolverine Glacier,1965,,,,,,0,,,,,,,,,,,,
Wolverine Glacier,1966,,,,,,-0.64,,,,,,,,,,,,
Wolverine Glacier,1967,,,,,,-1.53,,,,,,,,,,,,
Wolverine Glacier,1968,,,,,,-2.43,,,,,,,,,,,,
Wolverine Glacier,1969,,,,,,-2.24,,,,,,,,,,,,
Wolverine Glacier,1970,,,,,,-0.51,,,,,,,,,,,,
Wolverine Glacier,1971,,,,,,-0.2,,,,,,,,,,,,
Wolverine Glacier,1972,,,,,,-1.27,,,,,,,,,,,,
Wolverine Glacier,1973,,,,,,-0.82,,,,,,,,,,,,
Wolverine Glacier,1974,,,,,,-2.07,,,,,,,,,,,,
Wolverine Glacier,1975,,,,,,-2.19,,,,,,,,,,,,
Wolverine Glacier,1976,,,,,,-2.98,,,,,,,,,,,,
Wolverine Glacier,1977,,,,,,-1.01,,,,,,,,,,,,
Wolverine Glacier,1978,,,,,,-0.19,,,,,,,,,,,,
Wolverine Glacier,1979,,,,,,-1.56,,,,,,,,,,,,
Wolverine Glacier,1980,,,,,,0.52,,,,,,,,,,,,
Wolverine Glacier,1981,,,,,,4.08,,,,,,,,,,,,
Wolverine Glacier,1982,,,,,,3.66,,,,,,,,,,,,
Wolverine Glacier,1983,,,,,,3.1,,,,,,,,,,,,
Wolverine Glacier,1984,,,,,,2.64,,,,,,,,,,,,
Wolverine Glacier,1985,,,,,,2.81,,,,,,,,,,,,
Wolverine Glacier,1986,,,,,,2.3,,,,,,,,,,,,
Wolverine Glacier,1987,,,,,,3.61,,,,,,,,,,,,
Wolverine Glacier,1988,,,,,,4.54,,,,,,,,,,,,
Wolverine Glacier,1989,,,,,,2.82,,,,,,,,,,,,
Wolverine Glacier,1990,,,,,,0.33,,,,,,,,,,,,
Wolverine Glacier,1991,,,,,,-0.22,,,,,,,,,,,,
Wolverine Glacier,1992,,,,,,-0.55,,,,,,,,,,,,
Wolverine Glacier,1993,,,,,,-1.39,,,,,,,,,,,,
Wolverine Glacier,1994,,,,,,-1.92,,,,,,,,,,,,
Wolverine Glacier,1995,,,,,,-2.57,,,,,,,,,,,,
Wolverine Glacier,1996,,,,,,-4.32,,,,,,,,,,,,
Wolverine Glacier,1997,,,,,,-6.37,,,,,,,,,,,,
Wolverine Glacier,1998,,,,,,-5.65,,,,,,,,,,,,
Wolverine Glacier,1999,,,,,,-6.61,,,,,,,,,,,,
Wolverine Glacier,2000,,,,,,-6.09,,,,,,,,,,,,
Wolverine Glacier,2001,,,,,,-5.74,,,,,,,,,,,,
Wolverine Glacier,2002,,,,,,-6.27,,,,,,,,,,,,
Wolverine Glacier,2003,,,,,,-6.45,,,,,,,,,,,,
Wolverine Glacier,2004,,,,,,-8.88,,,,,,,,,,,,
Wolverine Glacier,2005,,,,,,-10.62,,,,,,,,,,,,
Wolverine Glacier,2006,,,,,,-11.48,,,,,,,,,,,,
Wolverine Glacier,2007,,,,,,-12.1,,,,,,,,,,,,
Wolverine Glacier,2008,,,,,,-10.87,,,,,,,,,,,,
Wolverine Glacier,2009,,,,,,-12.51,,,,,,,,,,,,
Wolverine Glacier,2010,,,,,,-12.19,,,,,,,,,,,,
Wolverine Glacier,2011,,,,,,-13.34,,,,,,,,,,,,
Wolverine Glacier,2012,,,,,,-12.02,,,,,,,,,,,,
Wolverine Glacier,2013,,,,,,-13.8,,,,,,,,,,,,
Wolverine Glacier,2014,,,,,,-15.57,,,,,,,,,,,,
Wolverine Glacier,2015,,,,,,-16.42,,,,,,,,,,,,
Wolverine Glacier,2016,,,,,,-16.56,,,,,,,,,,,,
Wolverine Glacier,2017,,,,,,-17.64,,,,,,,,,,,,
Wolverine Glacier,2018,,,,,,-19.5,,,,,,,,,,,,
Wolverine Glacier,2019,,,,,,-21,,,,,,,,,,,,
World,-803720,207.285440107045,,,,,,,,,,,,,,,,,
World,-803183,202.226839128919,,,,,,,,,,,,,,,,,
World,-802574,204.861938034314,,,,,,,,,,,,,,,,,
World,-802061,207.498645467683,,,,,,,,,,,,,,,,,
World,-801976,202.921723182137,,,,,,,,,,,,,,,,,
World,-801760,202.647105924391,,,,,,,,,,,,,,,,,
World,-800923,198.657214181518,,,,,,,,,,,,,,,,,
World,-799287,198.683610889831,,,,,,,,,,,,,,,,,
World,-796732,200.489455865512,,,,,,,,,,,,,,,,,
World,-795430,197.908786307113,,,,,,,,,,,,,,,,,
World,-794904,198.792403644992,,,,,,,,,,,,,,,,,
World,-793738,204.617506415808,,,,,,,,,,,,,,,,,
World,-793173,208.789362843967,,,,,,,,,,,,,,,,,
World,-791904,218.392641668589,,,,,,,,,,,,,,,,,
World,-791570,213.357759598917,,,,,,,,,,,,,,,,,
World,-790668,214.450351398874,,,,,,,,,,,,,,,,,
World,-790082,224.685762276103,,,,,,,,,,,,,,,,,
World,-789108,230.550134678969,,,,,,,,,,,,,,,,,
World,-788690,227.3777502901,,,,,,,,,,,,,,,,,
World,-788004,235.485743085816,,,,,,,,,,,,,,,,,
World,-787545,238.640953574566,,,,,,,,,,,,,,,,,
World,-786743,257.018454905562,,,,,,,,,,,,,,,,,
World,-786530,257.198936662538,,,,,,,,,,,,,,,,,
World,-785855,265.997328741444,,,,,,,,,,,,,,,,,
World,-785407,269.355959288549,,,,,,,,,,,,,,,,,
World,-784614,264.345029083142,,,,,,,,,,,,,,,,,
World,-784241,262.229808343788,,,,,,,,,,,,,,,,,
World,-783570,259.664623847239,,,,,,,,,,,,,,,,,
World,-783085,255.845540312895,,,,,,,,,,,,,,,,,
World,-782313,260.918150120899,,,,,,,,,,,,,,,,,
World,-781250,255.018176362575,,,,,,,,,,,,,,,,,
World,-780779,257.436303695809,,,,,,,,,,,,,,,,,
World,-779938,251.509190000697,,,,,,,,,,,,,,,,,
World,-779614,257.210339191122,,,,,,,,,,,,,,,,,
World,-778770,252.521256854203,,,,,,,,,,,,,,,,,
World,-778240,254.432106286996,,,,,,,,,,,,,,,,,
World,-777419,254.689562089313,,,,,,,,,,,,,,,,,
World,-777109,254.927044426833,,,,,,,,,,,,,,,,,
World,-776284,252.455538875688,,,,,,,,,,,,,,,,,
World,-775733,247.303210330101,,,,,,,,,,,,,,,,,
World,-774834,248.923472580642,,,,,,,,,,,,,,,,,
World,-774383,245.318055267652,,,,,,,,,,,,,,,,,
World,-773589,241.74108248193,,,,,,,,,,,,,,,,,
World,-773010,238.385077569252,,,,,,,,,,,,,,,,,
World,-772095,239.231202403005,,,,,,,,,,,,,,,,,
World,-771735,237.779447614914,,,,,,,,,,,,,,,,,
World,-771301,246.030581800184,,,,,,,,,,,,,,,,,
World,-771047,243.854752019909,,,,,,,,,,,,,,,,,
World,-770789,246.494568037535,,,,,,,,,,,,,,,,,
World,-770526,243.885252382289,,,,,,,,,,,,,,,,,
World,-770226,239.712005613823,,,,,,,,,,,,,,,,,
World,-769864,234.240548191467,,,,,,,,,,,,,,,,,
World,-769570,236.318900288892,,,,,,,,,,,,,,,,,
World,-769072,229.56423626853,,,,,,,,,,,,,,,,,
World,-768650,230.626903421095,,,,,,,,,,,,,,,,,
World,-767702,225.86635666623,,,,,,,,,,,,,,,,,
World,-767112,221.640936503941,,,,,,,,,,,,,,,,,
World,-766168,223.817964913278,,,,,,,,,,,,,,,,,
World,-765798,224.864666020912,,,,,,,,,,,,,,,,,
World,-764860,230.622918835279,,,,,,,,,,,,,,,,,
World,-764240,232.115455472044,,,,,,,,,,,,,,,,,
World,-763902,229.407487538277,,,,,,,,,,,,,,,,,
World,-763638,233.660905671988,,,,,,,,,,,,,,,,,
World,-763233,222.926086384685,,,,,,,,,,,,,,,,,
World,-762728,223.892950154342,,,,,,,,,,,,,,,,,
World,-761822,219.948157682358,,,,,,,,,,,,,,,,,
World,-761153,213.99980285899,,,,,,,,,,,,,,,,,
World,-760217,214.694007986107,,,,,,,,,,,,,,,,,
World,-759915,216.640808619852,,,,,,,,,,,,,,,,,
World,-758991,222.708578869019,,,,,,,,,,,,,,,,,
World,-758567,225.615825396782,,,,,,,,,,,,,,,,,
World,-758159,225.373667608676,,,,,,,,,,,,,,,,,
World,-757929,223.023655461556,,,,,,,,,,,,,,,,,
World,-757613,226.943011480212,,,,,,,,,,,,,,,,,
World,-757187,222.720085932204,,,,,,,,,,,,,,,,,
World,-756413,218.351952675656,,,,,,,,,,,,,,,,,
World,-755836,213.61139014973,,,,,,,,,,,,,,,,,
World,-754902,209.445079712856,,,,,,,,,,,,,,,,,
World,-754617,208.10367110124,,,,,,,,,,,,,,,,,
World,-753638,203.299695457086,,,,,,,,,,,,,,,,,
World,-753166,199.046053641412,,,,,,,,,,,,,,,,,
World,-751986,203.902796584421,,,,,,,,,,,,,,,,,
World,-751540,195.433889193804,,,,,,,,,,,,,,,,,
World,-750617,197.495725962024,,,,,,,,,,,,,,,,,
World,-750025,193.54717137122,,,,,,,,,,,,,,,,,
World,-749087,191.296036260158,,,,,,,,,,,,,,,,,
World,-748757,192.075922388036,,,,,,,,,,,,,,,,,
World,-747865,190.174836895627,,,,,,,,,,,,,,,,,
World,-747314,188.678874893612,,,,,,,,,,,,,,,,,
World,-746388,187.543756937924,,,,,,,,,,,,,,,,,
World,-745991,187.952284328268,,,,,,,,,,,,,,,,,
World,-745228,187.919881591742,,,,,,,,,,,,,,,,,
World,-744671,190.241549276779,,,,,,,,,,,,,,,,,
World,-743722,187.292324367879,,,,,,,,,,,,,,,,,
World,-742574,188.968819739489,,,,,,,,,,,,,,,,,
World,-742010,188.17959977716,,,,,,,,,,,,,,,,,
World,-741113,187.327192840557,,,,,,,,,,,,,,,,,
World,-740696,188.646641964127,,,,,,,,,,,,,,,,,
World,-739925,189.142627455147,,,,,,,,,,,,,,,,,
World,-739381,184.767084709124,,,,,,,,,,,,,,,,,
World,-738512,183.392539214781,,,,,,,,,,,,,,,,,
World,-738157,185.402366461638,,,,,,,,,,,,,,,,,
World,-737226,185.60966006606,,,,,,,,,,,,,,,,,
World,-736632,191.744106314635,,,,,,,,,,,,,,,,,
World,-735711,204.519103876951,,,,,,,,,,,,,,,,,
World,-735321,206.920181215639,,,,,,,,,,,,,,,,,
World,-734573,213.144020386146,,,,,,,,,,,,,,,,,
World,-734158,217.194472968788,,,,,,,,,,,,,,,,,
World,-733461,217.882837742164,,,,,,,,,,,,,,,,,
World,-733186,214.662420531542,,,,,,,,,,,,,,,,,
World,-732514,216.148599852637,,,,,,,,,,,,,,,,,
World,-732073,210.601742658736,,,,,,,,,,,,,,,,,
World,-731380,207.720752004923,,,,,,,,,,,,,,,,,
World,-731044,208.114303902124,,,,,,,,,,,,,,,,,
World,-730373,213.731878782717,,,,,,,,,,,,,,,,,
World,-729912,211.623210923699,,,,,,,,,,,,,,,,,
World,-729235,210.702373057978,,,,,,,,,,,,,,,,,
World,-728959,210.163517452019,,,,,,,,,,,,,,,,,
World,-728311,212.171646615282,,,,,,,,,,,,,,,,,
World,-727888,210.014997452113,,,,,,,,,,,,,,,,,
World,-727039,211.077813094814,,,,,,,,,,,,,,,,,
World,-726645,210.241974863808,,,,,,,,,,,,,,,,,
World,-725950,210.067509785484,,,,,,,,,,,,,,,,,
World,-724628,211.426569263155,,,,,,,,,,,,,,,,,
World,-724301,211.075995557622,,,,,,,,,,,,,,,,,
World,-723525,211.491976349682,,,,,,,,,,,,,,,,,
World,-723026,210.480682171698,,,,,,,,,,,,,,,,,
World,-722193,214.012592794814,,,,,,,,,,,,,,,,,
World,-721831,212.545408883814,,,,,,,,,,,,,,,,,
World,-721046,212.108071771009,,,,,,,,,,,,,,,,,
World,-720557,216.096770108354,,,,,,,,,,,,,,,,,
World,-719741,218.956944794401,,,,,,,,,,,,,,,,,
World,-719459,219.200355686158,,,,,,,,,,,,,,,,,
World,-718642,217.042691131635,,,,,,,,,,,,,,,,,
World,-718138,212.030518626341,,,,,,,,,,,,,,,,,
World,-717338,200.823484470558,,,,,,,,,,,,,,,,,
World,-716829,193.460902982571,,,,,,,,,,,,,,,,,
World,-716006,189.878433816866,,,,,,,,,,,,,,,,,
World,-715399,198.425595680242,,,,,,,,,,,,,,,,,
World,-714637,210.509887462888,,,,,,,,,,,,,,,,,
World,-714361,213.599992902633,,,,,,,,,,,,,,,,,
World,-713616,227.582698194917,,,,,,,,,,,,,,,,,
World,-713167,223.142627953845,,,,,,,,,,,,,,,,,
World,-712455,227.083197133035,,,,,,,,,,,,,,,,,
World,-712117,227.637340555054,,,,,,,,,,,,,,,,,
World,-711363,223.885692591757,,,,,,,,,,,,,,,,,
World,-710295,224.001743721128,,,,,,,,,,,,,,,,,
World,-710072,224.123446916214,,,,,,,,,,,,,,,,,
World,-709450,225.388969133745,,,,,,,,,,,,,,,,,
World,-709034,224.901735289024,,,,,,,,,,,,,,,,,
World,-708507,227.032822730358,,,,,,,,,,,,,,,,,
World,-707961,230.507359891413,,,,,,,,,,,,,,,,,
World,-707505,231.432971277126,,,,,,,,,,,,,,,,,
World,-707010,234.83616059567,,,,,,,,,,,,,,,,,
World,-706464,233.11228487433,,,,,,,,,,,,,,,,,
World,-706251,233.583473427088,,,,,,,,,,,,,,,,,
World,-705695,233.505288102474,,,,,,,,,,,,,,,,,
World,-705362,238.848069652082,,,,,,,,,,,,,,,,,
World,-704762,236.045340301391,,,,,,,,,,,,,,,,,
World,-704544,236.053691358407,,,,,,,,,,,,,,,,,
World,-704104,237.661231516828,,,,,,,,,,,,,,,,,
World,-703778,237.184680306469,,,,,,,,,,,,,,,,,
World,-703295,235.091724926124,,,,,,,,,,,,,,,,,
World,-703104,234.042696761945,,,,,,,,,,,,,,,,,
World,-702633,233.544487159072,,,,,,,,,,,,,,,,,
World,-702302,232.829588477455,,,,,,,,,,,,,,,,,
World,-701847,232.280520645752,,,,,,,,,,,,,,,,,
World,-701520,233.353906209798,,,,,,,,,,,,,,,,,
World,-701061,230.587828983611,,,,,,,,,,,,,,,,,
World,-700785,232.182446533073,,,,,,,,,,,,,,,,,
World,-700252,232.162121529527,,,,,,,,,,,,,,,,,
World,-700044,230.884791167429,,,,,,,,,,,,,,,,,
World,-699576,232.45600784314,,,,,,,,,,,,,,,,,
World,-699320,235.421527100226,,,,,,,,,,,,,,,,,
World,-698866,236.607001415334,,,,,,,,,,,,,,,,,
World,-698536,236.717388429777,,,,,,,,,,,,,,,,,
World,-698155,237.206115937409,,,,,,,,,,,,,,,,,
World,-697916,239.726419618234,,,,,,,,,,,,,,,,,
World,-697490,239.009521296297,,,,,,,,,,,,,,,,,
World,-697267,238.863610845505,,,,,,,,,,,,,,,,,
World,-696804,241.832031159842,,,,,,,,,,,,,,,,,
World,-696557,240.89904625193,,,,,,,,,,,,,,,,,
World,-696090,241.029915158172,,,,,,,,,,,,,,,,,
World,-695798,239.884743914407,,,,,,,,,,,,,,,,,
World,-695393,238.419979283609,,,,,,,,,,,,,,,,,
World,-695141,239.435491889463,,,,,,,,,,,,,,,,,
World,-694696,238.132697990824,,,,,,,,,,,,,,,,,
World,-694486,238.051849946063,,,,,,,,,,,,,,,,,
World,-694033,238.737230278298,,,,,,,,,,,,,,,,,
World,-693783,236.798734793264,,,,,,,,,,,,,,,,,
World,-693310,239.796533848287,,,,,,,,,,,,,,,,,
World,-693000,239.311131742992,,,,,,,,,,,,,,,,,
World,-692588,240.456692253841,,,,,,,,,,,,,,,,,
World,-692331,239.340633263285,,,,,,,,,,,,,,,,,
World,-691872,237.756007977699,,,,,,,,,,,,,,,,,
World,-691625,243.6995486645,,,,,,,,,,,,,,,,,
World,-691128,238.473304428327,,,,,,,,,,,,,,,,,
World,-690883,239.298394050508,,,,,,,,,,,,,,,,,
World,-690369,243.562316725966,,,,,,,,,,,,,,,,,
World,-690019,239.378734796109,,,,,,,,,,,,,,,,,
World,-689519,238.415998788102,,,,,,,,,,,,,,,,,
World,-689273,239.287930108855,,,,,,,,,,,,,,,,,
World,-688787,236.453572476881,,,,,,,,,,,,,,,,,
World,-688526,235.800055331782,,,,,,,,,,,,,,,,,
World,-688002,232.26747586461,,,,,,,,,,,,,,,,,
World,-687744,232.074777155157,,,,,,,,,,,,,,,,,
World,-687209,230.668789335165,,,,,,,,,,,,,,,,,
World,-686861,227.635856075181,,,,,,,,,,,,,,,,,
World,-686351,227.650462073047,,,,,,,,,,,,,,,,,
World,-686051,226.728926086765,,,,,,,,,,,,,,,,,
World,-685496,222.965012969149,,,,,,,,,,,,,,,,,
World,-685205,222.704440510871,,,,,,,,,,,,,,,,,
World,-684633,222.617925788527,,,,,,,,,,,,,,,,,
World,-684320,220.631664204218,,,,,,,,,,,,,,,,,
World,-683731,220.62261407273,,,,,,,,,,,,,,,,,
World,-683346,221.820354662761,,,,,,,,,,,,,,,,,
World,-682809,224.356077672384,,,,,,,,,,,,,,,,,
World,-682475,225.641602096729,,,,,,,,,,,,,,,,,
World,-681880,222.696712755253,,,,,,,,,,,,,,,,,
World,-681509,220.235218674928,,,,,,,,,,,,,,,,,
World,-680791,219.141184163989,,,,,,,,,,,,,,,,,
World,-680395,221.306263853865,,,,,,,,,,,,,,,,,
World,-679721,227.895160257353,,,,,,,,,,,,,,,,,
World,-679277,225.808558165833,,,,,,,,,,,,,,,,,
World,-678679,233.108006147912,,,,,,,,,,,,,,,,,
World,-678364,233.611113588216,,,,,,,,,,,,,,,,,
World,-677786,232.701024247112,,,,,,,,,,,,,,,,,
World,-677506,229.160458045911,,,,,,,,,,,,,,,,,
World,-676793,220.086237115456,,,,,,,,,,,,,,,,,
World,-676379,218.209734664603,,,,,,,,,,,,,,,,,
World,-675652,216.590702268266,,,,,,,,,,,,,,,,,
World,-675203,219.962384637397,,,,,,,,,,,,,,,,,
World,-674582,222.574854458767,,,,,,,,,,,,,,,,,
World,-673458,216.122481795898,,,,,,,,,,,,,,,,,
World,-673079,211.691456103284,,,,,,,,,,,,,,,,,
World,-672280,204.669745646326,,,,,,,,,,,,,,,,,
World,-671747,201.122098598058,,,,,,,,,,,,,,,,,
World,-670812,197.12915219406,,,,,,,,,,,,,,,,,
World,-670202,194.789560383579,,,,,,,,,,,,,,,,,
World,-669509,196.827542316541,,,,,,,,,,,,,,,,,
World,-669122,194.878372978321,,,,,,,,,,,,,,,,,
World,-668347,191.514131851264,,,,,,,,,,,,,,,,,
World,-667870,187.655536992618,,,,,,,,,,,,,,,,,
World,-666967,180.670543330313,,,,,,,,,,,,,,,,,
World,-666466,177.71466103062,,,,,,,,,,,,,,,,,
World,-665461,173.713620142169,,,,,,,,,,,,,,,,,
World,-664804,174.768679413999,,,,,,,,,,,,,,,,,
World,-663888,180.537681783802,,,,,,,,,,,,,,,,,
World,-663373,180.166597073922,,,,,,,,,,,,,,,,,
World,-662459,187.767032309891,,,,,,,,,,,,,,,,,
World,-662371,192.553213597175,,,,,,,,,,,,,,,,,
World,-661989,191.022493263904,,,,,,,,,,,,,,,,,
World,-660929,190.861030417697,,,,,,,,,,,,,,,,,
World,-660848,193.908217043554,,,,,,,,,,,,,,,,,
World,-660333,189.690584180482,,,,,,,,,,,,,,,,,
